id,title,description,object_key,video_url,source_label,video_group,video_code,method_name,sample_name,prompt_text,is_active
r2-1047-0004,Shape 1047 / Method 0004 / am_3d_video gt,"Shape 1047, method 0004 (am_3d_video gt), source file am_3d_video_gt_front-right60.mp4.",20260508_all_latest_videos_collected/20260508_1047_0004.mp4,,データベースランダム「Database Random」,R2-20260508-ALL-LATEST,1047-0004,0004,1047,A character raising both hands / A character throwing their hands up in the air,1
r2-1047-0005,Shape 1047 / Method 0005 / am_video fp,"Shape 1047, method 0005 (am_video fp), source file am_video_fp_front-right60.mp4.",20260508_all_latest_videos_collected/20260508_1047_0005.mp4,,データベースランダム「Database Random」,R2-20260508-ALL-LATEST,1047-0005,0005,1047,A character raising both hands / A character throwing their hands up in the air,1
r2-1047-0006,Shape 1047 / Method 0006 / am_video gt,"Shape 1047, method 0006 (am_video gt), source file am_video_gt_front-right60.mp4.",20260508_all_latest_videos_collected/20260508_1047_0006.mp4,,データベースランダム「Database Random」,R2-20260508-ALL-LATEST,1047-0006,0006,1047,A character raising both hands / A character throwing their hands up in the air,1
r2-1047-0007,Shape 1047 / Method 0007 / anymole,"Shape 1047, method 0007 (anymole), source file anymole_front-right60.mp4.",20260508_all_latest_videos_collected/20260508_1047_0007.mp4,,データベースランダム「Database Random」,R2-20260508-ALL-LATEST,1047-0007,0007,1047,A character raising both hands / A character throwing their hands up in the air,1
r2-1047-0008,Shape 1047 / Method 0008 / dg4d fp,"Shape 1047, method 0008 (dg4d fp), source file dg4d_fp_front-right60.mp4.",20260508_all_latest_videos_collected/20260508_1047_0008.mp4,,データベースランダム「Database Random」,R2-20260508-ALL-LATEST,1047-0008,0008,1047,A character raising both hands / A character throwing their hands up in the air,1
r2-1047-0009,Shape 1047 / Method 0009 / dg4d gt,"Shape 1047, method 0009 (dg4d gt), source file dg4d_gt_front-right60.mp4.",20260508_all_latest_videos_collected/20260508_1047_0009.mp4,,データベースランダム「Database Random」,R2-20260508-ALL-LATEST,1047-0009,0009,1047,A character raising both hands / A character throwing their hands up in the air,1
r2-1047-0011,Shape 1047 / Method 0011 / input gt,"Shape 1047, method 0011 (input gt), source file gt_input_front-right60.mp4.",20260508_all_latest_videos_collected/20260508_1047_0011.mp4,,データベースランダム「Database Random」,R2-20260508-ALL-LATEST,1047-0011,0011,1047,A character raising both hands / A character throwing their hands up in the air,1
r2-1047-0012,Shape 1047 / Method 0012 / gvfd fp,"Shape 1047, method 0012 (gvfd fp), source file gvfd_fp_front-right60.mp4.",20260508_all_latest_videos_collected/20260508_1047_0012.mp4,,データベースランダム「Database Random」,R2-20260508-ALL-LATEST,1047-0012,0012,1047,A character raising both hands / A character throwing their hands up in the air,1
r2-1047-0013,Shape 1047 / Method 0013 / gvfd gt,"Shape 1047, method 0013 (gvfd gt), source file gvfd_gt_front-right60.mp4.",20260508_all_latest_videos_collected/20260508_1047_0013.mp4,,データベースランダム「Database Random」,R2-20260508-ALL-LATEST,1047-0013,0013,1047,A character raising both hands / A character throwing their hands up in the air,1
r2-1047-0014,Shape 1047 / Method 0014 / key input,"Shape 1047, method 0014 (key input), source file key_input_front-right60.mp4.",20260508_all_latest_videos_collected/20260508_1047_0014.mp4,,データベースランダム「Database Random」,R2-20260508-ALL-LATEST,1047-0014,0014,1047,A character raising both hands / A character throwing their hands up in the air,1
r2-1047-0015,Shape 1047 / Method 0015 / motion324 fp,"Shape 1047, method 0015 (motion324 fp), source file motion324_fp_front-right60.mp4.",20260508_all_latest_videos_collected/20260508_1047_0015.mp4,,データベースランダム「Database Random」,R2-20260508-ALL-LATEST,1047-0015,0015,1047,A character raising both hands / A character throwing their hands up in the air,1
r2-1047-0016,Shape 1047 / Method 0016 / motion324 gt,"Shape 1047, method 0016 (motion324 gt), source file motion324_gt_front-right60.mp4.",20260508_all_latest_videos_collected/20260508_1047_0016.mp4,,データベースランダム「Database Random」,R2-20260508-ALL-LATEST,1047-0016,0016,1047,A character raising both hands / A character throwing their hands up in the air,1
r2-1047-0017,Shape 1047 / Method 0017 / sc4d fp,"Shape 1047, method 0017 (sc4d fp), source file sc4d_fp_front-right60.mp4.",20260508_all_latest_videos_collected/20260508_1047_0017.mp4,,データベースランダム「Database Random」,R2-20260508-ALL-LATEST,1047-0017,0017,1047,A character raising both hands / A character throwing their hands up in the air,1
r2-1047-0018,Shape 1047 / Method 0018 / sc4d gt,"Shape 1047, method 0018 (sc4d gt), source file sc4d_gt_front-right60.mp4.",20260508_all_latest_videos_collected/20260508_1047_0018.mp4,,データベースランダム「Database Random」,R2-20260508-ALL-LATEST,1047-0018,0018,1047,A character raising both hands / A character throwing their hands up in the air,1
r2-1047-0019,Shape 1047 / Method 0019 / sv4d2 fp,"Shape 1047, method 0019 (sv4d2 fp), source file sv4d2_fp_front-right60.mp4.",20260508_all_latest_videos_collected/20260508_1047_0019.mp4,,データベースランダム「Database Random」,R2-20260508-ALL-LATEST,1047-0019,0019,1047,A character raising both hands / A character throwing their hands up in the air,1
r2-1047-0020,Shape 1047 / Method 0020 / sv4d2 gt,"Shape 1047, method 0020 (sv4d2 gt), source file sv4d2_gt_front-right60.mp4.",20260508_all_latest_videos_collected/20260508_1047_0020.mp4,,データベースランダム「Database Random」,R2-20260508-ALL-LATEST,1047-0020,0020,1047,A character raising both hands / A character throwing their hands up in the air,1
r2-1047-0021,Shape 1047 / Method 0021 / tc4d,"Shape 1047, method 0021 (tc4d).",20260508_all_latest_videos_collected/20260508_1047_0021.mp4,,データベースランダム「Database Random」,R2-20260508-ALL-LATEST,1047-0021,0021,1047,A character raising both hands / A character throwing their hands up in the air,1
r2-1143-0001,Shape 1143 / Method 0001 / 4dgen fp,"Shape 1143, method 0001 (4dgen fp), source file 4dgen_fp_front-right60.mp4.",20260508_all_latest_videos_collected/20260508_1143_0001.mp4,,データベースランダム「Database Random」,R2-20260508-ALL-LATEST,1143-0001,0001,1143,"A dinosaur shakes its head from side to side, then raises it and roars",1
r2-1143-0002,Shape 1143 / Method 0002 / 4dgen gt,"Shape 1143, method 0002 (4dgen gt), source file 4dgen_gt_front-right60.mp4.",20260508_all_latest_videos_collected/20260508_1143_0002.mp4,,データベースランダム「Database Random」,R2-20260508-ALL-LATEST,1143-0002,0002,1143,"A dinosaur shakes its head from side to side, then raises it and roars",1
r2-1143-0003,Shape 1143 / Method 0003 / am_3d_video fp,"Shape 1143, method 0003 (am_3d_video fp), source file am_3d_video_fp_front-right60.mp4.",20260508_all_latest_videos_collected/20260508_1143_0003.mp4,,データベースランダム「Database Random」,R2-20260508-ALL-LATEST,1143-0003,0003,1143,"A dinosaur shakes its head from side to side, then raises it and roars",1
r2-1143-0004,Shape 1143 / Method 0004 / am_3d_video gt,"Shape 1143, method 0004 (am_3d_video gt), source file am_3d_video_gt_front-right60.mp4.",20260508_all_latest_videos_collected/20260508_1143_0004.mp4,,データベースランダム「Database Random」,R2-20260508-ALL-LATEST,1143-0004,0004,1143,"A dinosaur shakes its head from side to side, then raises it and roars",1
r2-1143-0005,Shape 1143 / Method 0005 / am_video fp,"Shape 1143, method 0005 (am_video fp), source file am_video_fp_front-right60.mp4.",20260508_all_latest_videos_collected/20260508_1143_0005.mp4,,データベースランダム「Database Random」,R2-20260508-ALL-LATEST,1143-0005,0005,1143,"A dinosaur shakes its head from side to side, then raises it and roars",1
r2-1143-0006,Shape 1143 / Method 0006 / am_video gt,"Shape 1143, method 0006 (am_video gt), source file am_video_gt_front-right60.mp4.",20260508_all_latest_videos_collected/20260508_1143_0006.mp4,,データベースランダム「Database Random」,R2-20260508-ALL-LATEST,1143-0006,0006,1143,"A dinosaur shakes its head from side to side, then raises it and roars",1
r2-1143-0007,Shape 1143 / Method 0007 / anymole,"Shape 1143, method 0007 (anymole), source file anymole_front-right60.mp4.",20260508_all_latest_videos_collected/20260508_1143_0007.mp4,,データベースランダム「Database Random」,R2-20260508-ALL-LATEST,1143-0007,0007,1143,"A dinosaur shakes its head from side to side, then raises it and roars",1
r2-1143-0008,Shape 1143 / Method 0008 / dg4d fp,"Shape 1143, method 0008 (dg4d fp), source file dg4d_fp_front-right60.mp4.",20260508_all_latest_videos_collected/20260508_1143_0008.mp4,,データベースランダム「Database Random」,R2-20260508-ALL-LATEST,1143-0008,0008,1143,"A dinosaur shakes its head from side to side, then raises it and roars",1
r2-1143-0009,Shape 1143 / Method 0009 / dg4d gt,"Shape 1143, method 0009 (dg4d gt), source file dg4d_gt_front-right60.mp4.",20260508_all_latest_videos_collected/20260508_1143_0009.mp4,,データベースランダム「Database Random」,R2-20260508-ALL-LATEST,1143-0009,0009,1143,"A dinosaur shakes its head from side to side, then raises it and roars",1
r2-1143-0011,Shape 1143 / Method 0011 / input gt,"Shape 1143, method 0011 (input gt), source file gt_input_front-right60.mp4.",20260508_all_latest_videos_collected/20260508_1143_0011.mp4,,データベースランダム「Database Random」,R2-20260508-ALL-LATEST,1143-0011,0011,1143,"A dinosaur shakes its head from side to side, then raises it and roars",1
r2-1143-0012,Shape 1143 / Method 0012 / gvfd fp,"Shape 1143, method 0012 (gvfd fp), source file gvfd_fp_front-right60.mp4.",20260508_all_latest_videos_collected/20260508_1143_0012.mp4,,データベースランダム「Database Random」,R2-20260508-ALL-LATEST,1143-0012,0012,1143,"A dinosaur shakes its head from side to side, then raises it and roars",1
r2-1143-0013,Shape 1143 / Method 0013 / gvfd gt,"Shape 1143, method 0013 (gvfd gt), source file gvfd_gt_front-right60.mp4.",20260508_all_latest_videos_collected/20260508_1143_0013.mp4,,データベースランダム「Database Random」,R2-20260508-ALL-LATEST,1143-0013,0013,1143,"A dinosaur shakes its head from side to side, then raises it and roars",1
r2-1143-0014,Shape 1143 / Method 0014 / key input,"Shape 1143, method 0014 (key input), source file key_input_front-right60.mp4.",20260508_all_latest_videos_collected/20260508_1143_0014.mp4,,データベースランダム「Database Random」,R2-20260508-ALL-LATEST,1143-0014,0014,1143,"A dinosaur shakes its head from side to side, then raises it and roars",1
r2-1143-0015,Shape 1143 / Method 0015 / motion324 fp,"Shape 1143, method 0015 (motion324 fp), source file motion324_fp_front-right60.mp4.",20260508_all_latest_videos_collected/20260508_1143_0015.mp4,,データベースランダム「Database Random」,R2-20260508-ALL-LATEST,1143-0015,0015,1143,"A dinosaur shakes its head from side to side, then raises it and roars",1
r2-1143-0016,Shape 1143 / Method 0016 / motion324 gt,"Shape 1143, method 0016 (motion324 gt), source file motion324_gt_front-right60.mp4.",20260508_all_latest_videos_collected/20260508_1143_0016.mp4,,データベースランダム「Database Random」,R2-20260508-ALL-LATEST,1143-0016,0016,1143,"A dinosaur shakes its head from side to side, then raises it and roars",1
r2-1143-0017,Shape 1143 / Method 0017 / sc4d fp,"Shape 1143, method 0017 (sc4d fp), source file sc4d_fp_front-right60.mp4.",20260508_all_latest_videos_collected/20260508_1143_0017.mp4,,データベースランダム「Database Random」,R2-20260508-ALL-LATEST,1143-0017,0017,1143,"A dinosaur shakes its head from side to side, then raises it and roars",1
r2-1143-0018,Shape 1143 / Method 0018 / sc4d gt,"Shape 1143, method 0018 (sc4d gt), source file sc4d_gt_front-right60.mp4.",20260508_all_latest_videos_collected/20260508_1143_0018.mp4,,データベースランダム「Database Random」,R2-20260508-ALL-LATEST,1143-0018,0018,1143,"A dinosaur shakes its head from side to side, then raises it and roars",1
r2-1143-0019,Shape 1143 / Method 0019 / sv4d2 fp,"Shape 1143, method 0019 (sv4d2 fp), source file sv4d2_fp_front-right60.mp4.",20260508_all_latest_videos_collected/20260508_1143_0019.mp4,,データベースランダム「Database Random」,R2-20260508-ALL-LATEST,1143-0019,0019,1143,"A dinosaur shakes its head from side to side, then raises it and roars",1
r2-1143-0020,Shape 1143 / Method 0020 / sv4d2 gt,"Shape 1143, method 0020 (sv4d2 gt), source file sv4d2_gt_front-right60.mp4.",20260508_all_latest_videos_collected/20260508_1143_0020.mp4,,データベースランダム「Database Random」,R2-20260508-ALL-LATEST,1143-0020,0020,1143,"A dinosaur shakes its head from side to side, then raises it and roars",1
r2-1143-0021,Shape 1143 / Method 0021 / tc4d,"Shape 1143, method 0021 (tc4d).",20260508_all_latest_videos_collected/20260508_1143_0021.mp4,,データベースランダム「Database Random」,R2-20260508-ALL-LATEST,1143-0021,0021,1143,"A dinosaur shakes its head from side to side, then raises it and roars",1
r2-1189-0001,Shape 1189 / Method 0001 / 4dgen fp,"Shape 1189, method 0001 (4dgen fp), source file 4dgen_fp_front-right60.mp4.",20260508_all_latest_videos_collected/20260508_1189_0001.mp4,,データベースランダム「Database Random」,R2-20260508-ALL-LATEST,1189-0001,0001,1189,A bear rearing up on its hind legs,1
r2-1189-0002,Shape 1189 / Method 0002 / 4dgen gt,"Shape 1189, method 0002 (4dgen gt), source file 4dgen_gt_front-right60.mp4.",20260508_all_latest_videos_collected/20260508_1189_0002.mp4,,データベースランダム「Database Random」,R2-20260508-ALL-LATEST,1189-0002,0002,1189,A bear rearing up on its hind legs,1
r2-1189-0003,Shape 1189 / Method 0003 / am_3d_video fp,"Shape 1189, method 0003 (am_3d_video fp), source file am_3d_video_fp_front-right60.mp4.",20260508_all_latest_videos_collected/20260508_1189_0003.mp4,,データベースランダム「Database Random」,R2-20260508-ALL-LATEST,1189-0003,0003,1189,A bear rearing up on its hind legs,1
r2-1189-0004,Shape 1189 / Method 0004 / am_3d_video gt,"Shape 1189, method 0004 (am_3d_video gt), source file am_3d_video_gt_front-right60.mp4.",20260508_all_latest_videos_collected/20260508_1189_0004.mp4,,データベースランダム「Database Random」,R2-20260508-ALL-LATEST,1189-0004,0004,1189,A bear rearing up on its hind legs,1
r2-1189-0005,Shape 1189 / Method 0005 / am_video fp,"Shape 1189, method 0005 (am_video fp), source file am_video_fp_front-right60.mp4.",20260508_all_latest_videos_collected/20260508_1189_0005.mp4,,データベースランダム「Database Random」,R2-20260508-ALL-LATEST,1189-0005,0005,1189,A bear rearing up on its hind legs,1
r2-1189-0006,Shape 1189 / Method 0006 / am_video gt,"Shape 1189, method 0006 (am_video gt), source file am_video_gt_front-right60.mp4.",20260508_all_latest_videos_collected/20260508_1189_0006.mp4,,データベースランダム「Database Random」,R2-20260508-ALL-LATEST,1189-0006,0006,1189,A bear rearing up on its hind legs,1
r2-1189-0007,Shape 1189 / Method 0007 / anymole,"Shape 1189, method 0007 (anymole), source file anymole_front-right60.mp4.",20260508_all_latest_videos_collected/20260508_1189_0007.mp4,,データベースランダム「Database Random」,R2-20260508-ALL-LATEST,1189-0007,0007,1189,A bear rearing up on its hind legs,1
r2-1189-0008,Shape 1189 / Method 0008 / dg4d fp,"Shape 1189, method 0008 (dg4d fp), source file dg4d_fp_front-right60.mp4.",20260508_all_latest_videos_collected/20260508_1189_0008.mp4,,データベースランダム「Database Random」,R2-20260508-ALL-LATEST,1189-0008,0008,1189,A bear rearing up on its hind legs,1
r2-1189-0009,Shape 1189 / Method 0009 / dg4d gt,"Shape 1189, method 0009 (dg4d gt), source file dg4d_gt_front-right60.mp4.",20260508_all_latest_videos_collected/20260508_1189_0009.mp4,,データベースランダム「Database Random」,R2-20260508-ALL-LATEST,1189-0009,0009,1189,A bear rearing up on its hind legs,1
r2-1189-0011,Shape 1189 / Method 0011 / input gt,"Shape 1189, method 0011 (input gt), source file gt_input_front-right60.mp4.",20260508_all_latest_videos_collected/20260508_1189_0011.mp4,,データベースランダム「Database Random」,R2-20260508-ALL-LATEST,1189-0011,0011,1189,A bear rearing up on its hind legs,1
r2-1189-0012,Shape 1189 / Method 0012 / gvfd fp,"Shape 1189, method 0012 (gvfd fp), source file gvfd_fp_front-right60.mp4.",20260508_all_latest_videos_collected/20260508_1189_0012.mp4,,データベースランダム「Database Random」,R2-20260508-ALL-LATEST,1189-0012,0012,1189,A bear rearing up on its hind legs,1
r2-1189-0013,Shape 1189 / Method 0013 / gvfd gt,"Shape 1189, method 0013 (gvfd gt), source file gvfd_gt_front-right60.mp4.",20260508_all_latest_videos_collected/20260508_1189_0013.mp4,,データベースランダム「Database Random」,R2-20260508-ALL-LATEST,1189-0013,0013,1189,A bear rearing up on its hind legs,1
r2-1189-0014,Shape 1189 / Method 0014 / key input,"Shape 1189, method 0014 (key input), source file key_input_front-right60.mp4.",20260508_all_latest_videos_collected/20260508_1189_0014.mp4,,データベースランダム「Database Random」,R2-20260508-ALL-LATEST,1189-0014,0014,1189,A bear rearing up on its hind legs,1
r2-1189-0015,Shape 1189 / Method 0015 / motion324 fp,"Shape 1189, method 0015 (motion324 fp), source file motion324_fp_front-right60.mp4.",20260508_all_latest_videos_collected/20260508_1189_0015.mp4,,データベースランダム「Database Random」,R2-20260508-ALL-LATEST,1189-0015,0015,1189,A bear rearing up on its hind legs,1
r2-1189-0016,Shape 1189 / Method 0016 / motion324 gt,"Shape 1189, method 0016 (motion324 gt), source file motion324_gt_front-right60.mp4.",20260508_all_latest_videos_collected/20260508_1189_0016.mp4,,データベースランダム「Database Random」,R2-20260508-ALL-LATEST,1189-0016,0016,1189,A bear rearing up on its hind legs,1
r2-1189-0017,Shape 1189 / Method 0017 / sc4d fp,"Shape 1189, method 0017 (sc4d fp), source file sc4d_fp_front-right60.mp4.",20260508_all_latest_videos_collected/20260508_1189_0017.mp4,,データベースランダム「Database Random」,R2-20260508-ALL-LATEST,1189-0017,0017,1189,A bear rearing up on its hind legs,1
r2-1189-0018,Shape 1189 / Method 0018 / sc4d gt,"Shape 1189, method 0018 (sc4d gt), source file sc4d_gt_front-right60.mp4.",20260508_all_latest_videos_collected/20260508_1189_0018.mp4,,データベースランダム「Database Random」,R2-20260508-ALL-LATEST,1189-0018,0018,1189,A bear rearing up on its hind legs,1
r2-1189-0019,Shape 1189 / Method 0019 / sv4d2 fp,"Shape 1189, method 0019 (sv4d2 fp), source file sv4d2_fp_front-right60.mp4.",20260508_all_latest_videos_collected/20260508_1189_0019.mp4,,データベースランダム「Database Random」,R2-20260508-ALL-LATEST,1189-0019,0019,1189,A bear rearing up on its hind legs,1
r2-1189-0020,Shape 1189 / Method 0020 / sv4d2 gt,"Shape 1189, method 0020 (sv4d2 gt), source file sv4d2_gt_front-right60.mp4.",20260508_all_latest_videos_collected/20260508_1189_0020.mp4,,データベースランダム「Database Random」,R2-20260508-ALL-LATEST,1189-0020,0020,1189,A bear rearing up on its hind legs,1
r2-1189-0021,Shape 1189 / Method 0021 / tc4d,"Shape 1189, method 0021 (tc4d).",20260508_all_latest_videos_collected/20260508_1189_0021.mp4,,データベースランダム「Database Random」,R2-20260508-ALL-LATEST,1189-0021,0021,1189,A bear rearing up on its hind legs,1
r2-1230-0001,Shape 1230 / Method 0001 / 4dgen fp,"Shape 1230, method 0001 (4dgen fp), source file 4dgen_fp_front-right60.mp4.",20260508_all_latest_videos_collected/20260508_1230_0001.mp4,,データベースランダム「Database Random」,R2-20260508-ALL-LATEST,1230-0001,0001,1230,A character moving both arms backward / A character putting their hands behind their back,1
r2-1230-0002,Shape 1230 / Method 0002 / 4dgen gt,"Shape 1230, method 0002 (4dgen gt), source file 4dgen_gt_front-right60.mp4.",20260508_all_latest_videos_collected/20260508_1230_0002.mp4,,データベースランダム「Database Random」,R2-20260508-ALL-LATEST,1230-0002,0002,1230,A character moving both arms backward / A character putting their hands behind their back,1
r2-1230-0003,Shape 1230 / Method 0003 / am_3d_video fp,"Shape 1230, method 0003 (am_3d_video fp), source file am_3d_video_fp_front-right60.mp4.",20260508_all_latest_videos_collected/20260508_1230_0003.mp4,,データベースランダム「Database Random」,R2-20260508-ALL-LATEST,1230-0003,0003,1230,A character moving both arms backward / A character putting their hands behind their back,1
r2-1230-0004,Shape 1230 / Method 0004 / am_3d_video gt,"Shape 1230, method 0004 (am_3d_video gt), source file am_3d_video_gt_front-right60.mp4.",20260508_all_latest_videos_collected/20260508_1230_0004.mp4,,データベースランダム「Database Random」,R2-20260508-ALL-LATEST,1230-0004,0004,1230,A character moving both arms backward / A character putting their hands behind their back,1
r2-1230-0005,Shape 1230 / Method 0005 / am_video fp,"Shape 1230, method 0005 (am_video fp), source file am_video_fp_front-right60.mp4.",20260508_all_latest_videos_collected/20260508_1230_0005.mp4,,データベースランダム「Database Random」,R2-20260508-ALL-LATEST,1230-0005,0005,1230,A character moving both arms backward / A character putting their hands behind their back,1
r2-1230-0006,Shape 1230 / Method 0006 / am_video gt,"Shape 1230, method 0006 (am_video gt), source file am_video_gt_front-right60.mp4.",20260508_all_latest_videos_collected/20260508_1230_0006.mp4,,データベースランダム「Database Random」,R2-20260508-ALL-LATEST,1230-0006,0006,1230,A character moving both arms backward / A character putting their hands behind their back,1
