id,title,description,object_key,video_url,source_label,video_group,video_code,method_name,sample_name,prompt_text,is_active
r2-1047-0011,R2 Sample / 1047 / 0011,"R2 uploaded sample for shape 1047, method 0011.",20260508_new_videos_collected/20260508_1047_0011.mp4,,データベースランダム「Database Random」,R2-16FRAME,R2-1047-0011,Method 0011,Shape 1047,,1
r2-1047-0012,R2 Sample / 1047 / 0012,"R2 uploaded sample for shape 1047, method 0012.",20260508_new_videos_collected/20260508_1047_0012.mp4,,データベースランダム「Database Random」,R2-16FRAME,R2-1047-0012,Method 0012,Shape 1047,,1
r2-1047-0013,R2 Sample / 1047 / 0013,"R2 uploaded sample for shape 1047, method 0013.",20260508_new_videos_collected/20260508_1047_0013.mp4,,データベースランダム「Database Random」,R2-16FRAME,R2-1047-0013,Method 0013,Shape 1047,,1
r2-1047-0014,R2 Sample / 1047 / 0014,"R2 uploaded sample for shape 1047, method 0014.",20260508_new_videos_collected/20260508_1047_0014.mp4,,データベースランダム「Database Random」,R2-16FRAME,R2-1047-0014,Method 0014,Shape 1047,,1
r2-1047-0015,R2 Sample / 1047 / 0015,"R2 uploaded sample for shape 1047, method 0015.",20260508_new_videos_collected/20260508_1047_0015.mp4,,データベースランダム「Database Random」,R2-16FRAME,R2-1047-0015,Method 0015,Shape 1047,,1
r2-1047-0016,R2 Sample / 1047 / 0016,"R2 uploaded sample for shape 1047, method 0016.",20260508_new_videos_collected/20260508_1047_0016.mp4,,データベースランダム「Database Random」,R2-16FRAME,R2-1047-0016,Method 0016,Shape 1047,,1
r2-1047-0017,R2 Sample / 1047 / 0017,"R2 uploaded sample for shape 1047, method 0017.",20260508_new_videos_collected/20260508_1047_0017.mp4,,データベースランダム「Database Random」,R2-16FRAME,R2-1047-0017,Method 0017,Shape 1047,,1
r2-1047-0018,R2 Sample / 1047 / 0018,"R2 uploaded sample for shape 1047, method 0018.",20260508_new_videos_collected/20260508_1047_0018.mp4,,データベースランダム「Database Random」,R2-16FRAME,R2-1047-0018,Method 0018,Shape 1047,,1
r2-1047-0019,R2 Sample / 1047 / 0019,"R2 uploaded sample for shape 1047, method 0019.",20260508_new_videos_collected/20260508_1047_0019.mp4,,データベースランダム「Database Random」,R2-16FRAME,R2-1047-0019,sv4d2_fp_front-right60,Shape 1047,,1
r2-1047-0020,R2 Sample / 1047 / 0020,"R2 uploaded sample for shape 1047, method 0020.",20260508_new_videos_collected/20260508_1047_0020.mp4,,データベースランダム「Database Random」,R2-16FRAME,R2-1047-0020,Method 0020,Shape 1047,,1
r2-1047-0021,R2 Sample / 1047 / 0021,"R2 uploaded sample for shape 1047, method 0021.",20260508_new_videos_collected/20260508_1047_0021.mp4,,データベースランダム「Database Random」,R2-16FRAME,R2-1047-0021,tc4d_front-right60,Shape 1047,,1
r2-1143-0001,R2 Sample / 1143 / 0001,"R2 uploaded sample for shape 1143, method 0001.",20260508_new_videos_collected/20260508_1143_0001.mp4,,データベースランダム「Database Random」,R2-16FRAME,R2-1143-0001,Method 0001,Shape 1143,,1
r2-1143-0002,R2 Sample / 1143 / 0002,"R2 uploaded sample for shape 1143, method 0002.",20260508_new_videos_collected/20260508_1143_0002.mp4,,データベースランダム「Database Random」,R2-16FRAME,R2-1143-0002,Method 0002,Shape 1143,,1
r2-1143-0003,R2 Sample / 1143 / 0003,"R2 uploaded sample for shape 1143, method 0003.",20260508_new_videos_collected/20260508_1143_0003.mp4,,データベースランダム「Database Random」,R2-16FRAME,R2-1143-0003,Method 0003,Shape 1143,,1
r2-1143-0004,R2 Sample / 1143 / 0004,"R2 uploaded sample for shape 1143, method 0004.",20260508_new_videos_collected/20260508_1143_0004.mp4,,データベースランダム「Database Random」,R2-16FRAME,R2-1143-0004,Method 0004,Shape 1143,,1
r2-1143-0005,R2 Sample / 1143 / 0005,"R2 uploaded sample for shape 1143, method 0005.",20260508_new_videos_collected/20260508_1143_0005.mp4,,データベースランダム「Database Random」,R2-16FRAME,R2-1143-0005,Method 0005,Shape 1143,,1
r2-1143-0006,R2 Sample / 1143 / 0006,"R2 uploaded sample for shape 1143, method 0006.",20260508_new_videos_collected/20260508_1143_0006.mp4,,データベースランダム「Database Random」,R2-16FRAME,R2-1143-0006,Method 0006,Shape 1143,,1
r2-1143-0007,R2 Sample / 1143 / 0007,"R2 uploaded sample for shape 1143, method 0007.",20260508_new_videos_collected/20260508_1143_0007.mp4,,データベースランダム「Database Random」,R2-16FRAME,R2-1143-0007,Method 0007,Shape 1143,,1
r2-1143-0008,R2 Sample / 1143 / 0008,"R2 uploaded sample for shape 1143, method 0008.",20260508_new_videos_collected/20260508_1143_0008.mp4,,データベースランダム「Database Random」,R2-16FRAME,R2-1143-0008,Method 0008,Shape 1143,,1
r2-1143-0009,R2 Sample / 1143 / 0009,"R2 uploaded sample for shape 1143, method 0009.",20260508_new_videos_collected/20260508_1143_0009.mp4,,データベースランダム「Database Random」,R2-16FRAME,R2-1143-0009,Method 0009,Shape 1143,,1
r2-1143-0011,R2 Sample / 1143 / 0011,"R2 uploaded sample for shape 1143, method 0011.",20260508_new_videos_collected/20260508_1143_0011.mp4,,データベースランダム「Database Random」,R2-16FRAME,R2-1143-0011,Method 0011,Shape 1143,,1
r2-1143-0012,R2 Sample / 1143 / 0012,"R2 uploaded sample for shape 1143, method 0012.",20260508_new_videos_collected/20260508_1143_0012.mp4,,データベースランダム「Database Random」,R2-16FRAME,R2-1143-0012,Method 0012,Shape 1143,,1
r2-1143-0013,R2 Sample / 1143 / 0013,"R2 uploaded sample for shape 1143, method 0013.",20260508_new_videos_collected/20260508_1143_0013.mp4,,データベースランダム「Database Random」,R2-16FRAME,R2-1143-0013,Method 0013,Shape 1143,,1
r2-1143-0014,R2 Sample / 1143 / 0014,"R2 uploaded sample for shape 1143, method 0014.",20260508_new_videos_collected/20260508_1143_0014.mp4,,データベースランダム「Database Random」,R2-16FRAME,R2-1143-0014,Method 0014,Shape 1143,,1
r2-1143-0015,R2 Sample / 1143 / 0015,"R2 uploaded sample for shape 1143, method 0015.",20260508_new_videos_collected/20260508_1143_0015.mp4,,データベースランダム「Database Random」,R2-16FRAME,R2-1143-0015,Method 0015,Shape 1143,,1
r2-1143-0016,R2 Sample / 1143 / 0016,"R2 uploaded sample for shape 1143, method 0016.",20260508_new_videos_collected/20260508_1143_0016.mp4,,データベースランダム「Database Random」,R2-16FRAME,R2-1143-0016,Method 0016,Shape 1143,,1
r2-1143-0017,R2 Sample / 1143 / 0017,"R2 uploaded sample for shape 1143, method 0017.",20260508_new_videos_collected/20260508_1143_0017.mp4,,データベースランダム「Database Random」,R2-16FRAME,R2-1143-0017,Method 0017,Shape 1143,,1
r2-1143-0018,R2 Sample / 1143 / 0018,"R2 uploaded sample for shape 1143, method 0018.",20260508_new_videos_collected/20260508_1143_0018.mp4,,データベースランダム「Database Random」,R2-16FRAME,R2-1143-0018,Method 0018,Shape 1143,,1
r2-1143-0019,R2 Sample / 1143 / 0019,"R2 uploaded sample for shape 1143, method 0019.",20260508_new_videos_collected/20260508_1143_0019.mp4,,データベースランダム「Database Random」,R2-16FRAME,R2-1143-0019,sv4d2_fp_front-right60,Shape 1143,,1
r2-1143-0020,R2 Sample / 1143 / 0020,"R2 uploaded sample for shape 1143, method 0020.",20260508_new_videos_collected/20260508_1143_0020.mp4,,データベースランダム「Database Random」,R2-16FRAME,R2-1143-0020,Method 0020,Shape 1143,,1
r2-1143-0021,R2 Sample / 1143 / 0021,"R2 uploaded sample for shape 1143, method 0021.",20260508_new_videos_collected/20260508_1143_0021.mp4,,データベースランダム「Database Random」,R2-16FRAME,R2-1143-0021,tc4d_front-right60,Shape 1143,,1
r2-1189-0001,R2 Sample / 1189 / 0001,"R2 uploaded sample for shape 1189, method 0001.",20260508_new_videos_collected/20260508_1189_0001.mp4,,データベースランダム「Database Random」,R2-16FRAME,R2-1189-0001,Method 0001,Shape 1189,,1
r2-1189-0002,R2 Sample / 1189 / 0002,"R2 uploaded sample for shape 1189, method 0002.",20260508_new_videos_collected/20260508_1189_0002.mp4,,データベースランダム「Database Random」,R2-16FRAME,R2-1189-0002,Method 0002,Shape 1189,,1
r2-1189-0003,R2 Sample / 1189 / 0003,"R2 uploaded sample for shape 1189, method 0003.",20260508_new_videos_collected/20260508_1189_0003.mp4,,データベースランダム「Database Random」,R2-16FRAME,R2-1189-0003,Method 0003,Shape 1189,,1
r2-1189-0004,R2 Sample / 1189 / 0004,"R2 uploaded sample for shape 1189, method 0004.",20260508_new_videos_collected/20260508_1189_0004.mp4,,データベースランダム「Database Random」,R2-16FRAME,R2-1189-0004,Method 0004,Shape 1189,,1
r2-1189-0005,R2 Sample / 1189 / 0005,"R2 uploaded sample for shape 1189, method 0005.",20260508_new_videos_collected/20260508_1189_0005.mp4,,データベースランダム「Database Random」,R2-16FRAME,R2-1189-0005,Method 0005,Shape 1189,,1
r2-1189-0006,R2 Sample / 1189 / 0006,"R2 uploaded sample for shape 1189, method 0006.",20260508_new_videos_collected/20260508_1189_0006.mp4,,データベースランダム「Database Random」,R2-16FRAME,R2-1189-0006,Method 0006,Shape 1189,,1
r2-1189-0007,R2 Sample / 1189 / 0007,"R2 uploaded sample for shape 1189, method 0007.",20260508_new_videos_collected/20260508_1189_0007.mp4,,データベースランダム「Database Random」,R2-16FRAME,R2-1189-0007,Method 0007,Shape 1189,,1
r2-1189-0008,R2 Sample / 1189 / 0008,"R2 uploaded sample for shape 1189, method 0008.",20260508_new_videos_collected/20260508_1189_0008.mp4,,データベースランダム「Database Random」,R2-16FRAME,R2-1189-0008,Method 0008,Shape 1189,,1
r2-1189-0009,R2 Sample / 1189 / 0009,"R2 uploaded sample for shape 1189, method 0009.",20260508_new_videos_collected/20260508_1189_0009.mp4,,データベースランダム「Database Random」,R2-16FRAME,R2-1189-0009,Method 0009,Shape 1189,,1
r2-1189-0011,R2 Sample / 1189 / 0011,"R2 uploaded sample for shape 1189, method 0011.",20260508_new_videos_collected/20260508_1189_0011.mp4,,データベースランダム「Database Random」,R2-16FRAME,R2-1189-0011,Method 0011,Shape 1189,,1
r2-1189-0012,R2 Sample / 1189 / 0012,"R2 uploaded sample for shape 1189, method 0012.",20260508_new_videos_collected/20260508_1189_0012.mp4,,データベースランダム「Database Random」,R2-16FRAME,R2-1189-0012,Method 0012,Shape 1189,,1
r2-1189-0013,R2 Sample / 1189 / 0013,"R2 uploaded sample for shape 1189, method 0013.",20260508_new_videos_collected/20260508_1189_0013.mp4,,データベースランダム「Database Random」,R2-16FRAME,R2-1189-0013,Method 0013,Shape 1189,,1
r2-1189-0014,R2 Sample / 1189 / 0014,"R2 uploaded sample for shape 1189, method 0014.",20260508_new_videos_collected/20260508_1189_0014.mp4,,データベースランダム「Database Random」,R2-16FRAME,R2-1189-0014,Method 0014,Shape 1189,,1
r2-1189-0015,R2 Sample / 1189 / 0015,"R2 uploaded sample for shape 1189, method 0015.",20260508_new_videos_collected/20260508_1189_0015.mp4,,データベースランダム「Database Random」,R2-16FRAME,R2-1189-0015,Method 0015,Shape 1189,,1
r2-1189-0016,R2 Sample / 1189 / 0016,"R2 uploaded sample for shape 1189, method 0016.",20260508_new_videos_collected/20260508_1189_0016.mp4,,データベースランダム「Database Random」,R2-16FRAME,R2-1189-0016,Method 0016,Shape 1189,,1
r2-1189-0017,R2 Sample / 1189 / 0017,"R2 uploaded sample for shape 1189, method 0017.",20260508_new_videos_collected/20260508_1189_0017.mp4,,データベースランダム「Database Random」,R2-16FRAME,R2-1189-0017,Method 0017,Shape 1189,,1
r2-1189-0018,R2 Sample / 1189 / 0018,"R2 uploaded sample for shape 1189, method 0018.",20260508_new_videos_collected/20260508_1189_0018.mp4,,データベースランダム「Database Random」,R2-16FRAME,R2-1189-0018,Method 0018,Shape 1189,,1
r2-1189-0019,R2 Sample / 1189 / 0019,"R2 uploaded sample for shape 1189, method 0019.",20260508_new_videos_collected/20260508_1189_0019.mp4,,データベースランダム「Database Random」,R2-16FRAME,R2-1189-0019,sv4d2_fp_front-right60,Shape 1189,,1
r2-1189-0020,R2 Sample / 1189 / 0020,"R2 uploaded sample for shape 1189, method 0020.",20260508_new_videos_collected/20260508_1189_0020.mp4,,データベースランダム「Database Random」,R2-16FRAME,R2-1189-0020,Method 0020,Shape 1189,,1
r2-1189-0021,R2 Sample / 1189 / 0021,"R2 uploaded sample for shape 1189, method 0021.",20260508_new_videos_collected/20260508_1189_0021.mp4,,データベースランダム「Database Random」,R2-16FRAME,R2-1189-0021,tc4d_front-right60,Shape 1189,,1
r2-1230-0001,R2 Sample / 1230 / 0001,"R2 uploaded sample for shape 1230, method 0001.",20260508_new_videos_collected/20260508_1230_0001.mp4,,データベースランダム「Database Random」,R2-16FRAME,R2-1230-0001,Method 0001,Shape 1230,,1
r2-1230-0002,R2 Sample / 1230 / 0002,"R2 uploaded sample for shape 1230, method 0002.",20260508_new_videos_collected/20260508_1230_0002.mp4,,データベースランダム「Database Random」,R2-16FRAME,R2-1230-0002,Method 0002,Shape 1230,,1
r2-1230-0003,R2 Sample / 1230 / 0003,"R2 uploaded sample for shape 1230, method 0003.",20260508_new_videos_collected/20260508_1230_0003.mp4,,データベースランダム「Database Random」,R2-16FRAME,R2-1230-0003,Method 0003,Shape 1230,,1
r2-1230-0004,R2 Sample / 1230 / 0004,"R2 uploaded sample for shape 1230, method 0004.",20260508_new_videos_collected/20260508_1230_0004.mp4,,データベースランダム「Database Random」,R2-16FRAME,R2-1230-0004,Method 0004,Shape 1230,,1
r2-1230-0005,R2 Sample / 1230 / 0005,"R2 uploaded sample for shape 1230, method 0005.",20260508_new_videos_collected/20260508_1230_0005.mp4,,データベースランダム「Database Random」,R2-16FRAME,R2-1230-0005,Method 0005,Shape 1230,,1
r2-1230-0006,R2 Sample / 1230 / 0006,"R2 uploaded sample for shape 1230, method 0006.",20260508_new_videos_collected/20260508_1230_0006.mp4,,データベースランダム「Database Random」,R2-16FRAME,R2-1230-0006,Method 0006,Shape 1230,,1
r2-1230-0007,R2 Sample / 1230 / 0007,"R2 uploaded sample for shape 1230, method 0007.",20260508_new_videos_collected/20260508_1230_0007.mp4,,データベースランダム「Database Random」,R2-16FRAME,R2-1230-0007,Method 0007,Shape 1230,,1
r2-1230-0008,R2 Sample / 1230 / 0008,"R2 uploaded sample for shape 1230, method 0008.",20260508_new_videos_collected/20260508_1230_0008.mp4,,データベースランダム「Database Random」,R2-16FRAME,R2-1230-0008,Method 0008,Shape 1230,,1
r2-1230-0009,R2 Sample / 1230 / 0009,"R2 uploaded sample for shape 1230, method 0009.",20260508_new_videos_collected/20260508_1230_0009.mp4,,データベースランダム「Database Random」,R2-16FRAME,R2-1230-0009,Method 0009,Shape 1230,,1
r2-1230-0011,R2 Sample / 1230 / 0011,"R2 uploaded sample for shape 1230, method 0011.",20260508_new_videos_collected/20260508_1230_0011.mp4,,データベースランダム「Database Random」,R2-16FRAME,R2-1230-0011,Method 0011,Shape 1230,,1
r2-1230-0012,R2 Sample / 1230 / 0012,"R2 uploaded sample for shape 1230, method 0012.",20260508_new_videos_collected/20260508_1230_0012.mp4,,データベースランダム「Database Random」,R2-16FRAME,R2-1230-0012,Method 0012,Shape 1230,,1
r2-1230-0013,R2 Sample / 1230 / 0013,"R2 uploaded sample for shape 1230, method 0013.",20260508_new_videos_collected/20260508_1230_0013.mp4,,データベースランダム「Database Random」,R2-16FRAME,R2-1230-0013,Method 0013,Shape 1230,,1
r2-1230-0014,R2 Sample / 1230 / 0014,"R2 uploaded sample for shape 1230, method 0014.",20260508_new_videos_collected/20260508_1230_0014.mp4,,データベースランダム「Database Random」,R2-16FRAME,R2-1230-0014,Method 0014,Shape 1230,,1
r2-1230-0015,R2 Sample / 1230 / 0015,"R2 uploaded sample for shape 1230, method 0015.",20260508_new_videos_collected/20260508_1230_0015.mp4,,データベースランダム「Database Random」,R2-16FRAME,R2-1230-0015,Method 0015,Shape 1230,,1
r2-1230-0016,R2 Sample / 1230 / 0016,"R2 uploaded sample for shape 1230, method 0016.",20260508_new_videos_collected/20260508_1230_0016.mp4,,データベースランダム「Database Random」,R2-16FRAME,R2-1230-0016,Method 0016,Shape 1230,,1
r2-1230-0017,R2 Sample / 1230 / 0017,"R2 uploaded sample for shape 1230, method 0017.",20260508_new_videos_collected/20260508_1230_0017.mp4,,データベースランダム「Database Random」,R2-16FRAME,R2-1230-0017,Method 0017,Shape 1230,,1
r2-1230-0018,R2 Sample / 1230 / 0018,"R2 uploaded sample for shape 1230, method 0018.",20260508_new_videos_collected/20260508_1230_0018.mp4,,データベースランダム「Database Random」,R2-16FRAME,R2-1230-0018,Method 0018,Shape 1230,,1
r2-1230-0019,R2 Sample / 1230 / 0019,"R2 uploaded sample for shape 1230, method 0019.",20260508_new_videos_collected/20260508_1230_0019.mp4,,データベースランダム「Database Random」,R2-16FRAME,R2-1230-0019,sv4d2_fp_front-right60,Shape 1230,,1
r2-1230-0020,R2 Sample / 1230 / 0020,"R2 uploaded sample for shape 1230, method 0020.",20260508_new_videos_collected/20260508_1230_0020.mp4,,データベースランダム「Database Random」,R2-16FRAME,R2-1230-0020,Method 0020,Shape 1230,,1
r2-1230-0021,R2 Sample / 1230 / 0021,"R2 uploaded sample for shape 1230, method 0021.",20260508_new_videos_collected/20260508_1230_0021.mp4,,データベースランダム「Database Random」,R2-16FRAME,R2-1230-0021,tc4d_front-right60,Shape 1230,,1
r2-1232-0001,R2 Sample / 1232 / 0001,"R2 uploaded sample for shape 1232, method 0001.",20260508_new_videos_collected/20260508_1232_0001.mp4,,データベースランダム「Database Random」,R2-16FRAME,R2-1232-0001,Method 0001,Shape 1232,,1
r2-1232-0002,R2 Sample / 1232 / 0002,"R2 uploaded sample for shape 1232, method 0002.",20260508_new_videos_collected/20260508_1232_0002.mp4,,データベースランダム「Database Random」,R2-16FRAME,R2-1232-0002,Method 0002,Shape 1232,,1
r2-1232-0003,R2 Sample / 1232 / 0003,"R2 uploaded sample for shape 1232, method 0003.",20260508_new_videos_collected/20260508_1232_0003.mp4,,データベースランダム「Database Random」,R2-16FRAME,R2-1232-0003,Method 0003,Shape 1232,,1
r2-1232-0004,R2 Sample / 1232 / 0004,"R2 uploaded sample for shape 1232, method 0004.",20260508_new_videos_collected/20260508_1232_0004.mp4,,データベースランダム「Database Random」,R2-16FRAME,R2-1232-0004,Method 0004,Shape 1232,,1
r2-1232-0005,R2 Sample / 1232 / 0005,"R2 uploaded sample for shape 1232, method 0005.",20260508_new_videos_collected/20260508_1232_0005.mp4,,データベースランダム「Database Random」,R2-16FRAME,R2-1232-0005,Method 0005,Shape 1232,,1
r2-1232-0006,R2 Sample / 1232 / 0006,"R2 uploaded sample for shape 1232, method 0006.",20260508_new_videos_collected/20260508_1232_0006.mp4,,データベースランダム「Database Random」,R2-16FRAME,R2-1232-0006,Method 0006,Shape 1232,,1
r2-1232-0007,R2 Sample / 1232 / 0007,"R2 uploaded sample for shape 1232, method 0007.",20260508_new_videos_collected/20260508_1232_0007.mp4,,データベースランダム「Database Random」,R2-16FRAME,R2-1232-0007,Method 0007,Shape 1232,,1
r2-1232-0008,R2 Sample / 1232 / 0008,"R2 uploaded sample for shape 1232, method 0008.",20260508_new_videos_collected/20260508_1232_0008.mp4,,データベースランダム「Database Random」,R2-16FRAME,R2-1232-0008,Method 0008,Shape 1232,,1
r2-1232-0009,R2 Sample / 1232 / 0009,"R2 uploaded sample for shape 1232, method 0009.",20260508_new_videos_collected/20260508_1232_0009.mp4,,データベースランダム「Database Random」,R2-16FRAME,R2-1232-0009,Method 0009,Shape 1232,,1
r2-1232-0011,R2 Sample / 1232 / 0011,"R2 uploaded sample for shape 1232, method 0011.",20260508_new_videos_collected/20260508_1232_0011.mp4,,データベースランダム「Database Random」,R2-16FRAME,R2-1232-0011,Method 0011,Shape 1232,,1
r2-1232-0012,R2 Sample / 1232 / 0012,"R2 uploaded sample for shape 1232, method 0012.",20260508_new_videos_collected/20260508_1232_0012.mp4,,データベースランダム「Database Random」,R2-16FRAME,R2-1232-0012,Method 0012,Shape 1232,,1
r2-1232-0013,R2 Sample / 1232 / 0013,"R2 uploaded sample for shape 1232, method 0013.",20260508_new_videos_collected/20260508_1232_0013.mp4,,データベースランダム「Database Random」,R2-16FRAME,R2-1232-0013,Method 0013,Shape 1232,,1
r2-1232-0014,R2 Sample / 1232 / 0014,"R2 uploaded sample for shape 1232, method 0014.",20260508_new_videos_collected/20260508_1232_0014.mp4,,データベースランダム「Database Random」,R2-16FRAME,R2-1232-0014,Method 0014,Shape 1232,,1
